ABCB1,ABL2,ACACA,ACVR1B,ACVR2A,ADCY1,AFF4,AHCTF1,AHNAK,AKAP9,AKT1,ALK,AMOT,ANK3,APAF1,APC,AQR,ARAP3,ARFGAP3,ARFGEF1,ARFGEF2,ARHGAP26,ARHGAP29,ARHGEF6,ARID1A,ARID1B,ARID2,ARID4A,ARID4B,ARID5B,ASH1L,ASPM,ASXL1,ASXL2,ATM,ATR,ATRX,AXIN1,AXIN2,B2M,BAP1,BAZ2B,BCLAF1,BCOR,BCR.ABL,BLM,BMPR2,BNC2,BPTF,BRAF,BRCA1,BRCA2,BRWD1,C15orf55,CAD,CASP8,CCAR1,CCND1,CDC27,CDC73,CDH1,CDK12,CDKN1A,CDKN1B,CDKN2A,CEP290,CHD3,CHD4,CHD6,CHD8,CHD9,CHEK2,CIC,CLASP2,CLOCK,CLSPN,CNOT1,CNOT3,COL1A1,CREBBP,CSDE1,CTCF,CTNNB1,CTNND1,CUL2,CUL3,CUX1,CYLD,DDX3X,DDX5,DHX15,DHX9,DICER1,DLG1,DNMT3A,EGFR,EIF4A2,EIF4G1,EIF4G3,ELF1,ELF3,EP300,EPHA2,EPHA4,ERBB2,ERBB2IP,ERBB3,ETV6.RUNX1,EWRS1.ERG,EWSR1.FLI1,EWSR1.X,EZH2,F8,FAF1,FAM123B,FAT1,FAT2,FBXW7,FGFR2,FIP1L1,FLT3,FN1,FOXP1,FRG1B,FTSJD1,FXR1,G3BP2,GATA3,GNA11,GNAS,GPS2,HDAC9,HGF,HLA.A,HLA.B,HNF1A,HRAS,HSPA8,IDH1,IDH2,INPP4A,INPPL1,IREB2,ITSN1,KALRN,KAT6B,KDM5C,KDM6A,KDR,KEAP1,KIT,KRAS,LAMA2,LARP4B,LIMA1,LNPEP,LPHN2,LRP6,LRPPRC,MACF1,MAGI2,MAP2K1,MAP2K4,MAP3K1,MAP3K4,MAP4K3,MAX,MCM3,MCM8,MECOM,MED12,MED23,MED24,MEN1,MET,MGA,MKL1,MLH1,MLH3,MLL,MLL.AFF1,MLL2,MLL3,MLLT4,MNDA,MSR1,MTOR,MYC,MYCN,MYH11,MYH14,MYH9,NCOR1,NCOR2,NF1,NF2,NFE2L2,NOTCH1,NOTCH2,NPM1,NR4A2,NRAS,NSD1,NTN4,NTRK2,NUP93,NUP98,PABPC3,PBRM1,PCDH18,PCSK5,PGR,PHF6,PHLPP1,PIK3C2B,PIK3CA,PIK3CB,PIK3R1,PLCB1,PLCG1,PLXNA1,PLXNB2,PML.RARA,POLR2B,PPP2R1A,PSIP1,PTCH1,PTEN,PTPN11,PTPRU,RAC1,RAD21,RASA1,RASA2,RB1,RBM10,RBM5,RGS3,RHOA,RHOT1,RNF43,ROBO2,RPGR,RPL5,RTN4,RUNX1,RUNX1.RUNX1T1,SACS,SCAI,SEC31A,SETD2,SETDB1,SF3B1,SIN3A,SMAD2,SMAD4,SMARCA1,SMARCA4,SMARCB1,SMC1A,SOS1,SOS2,SOX9,SPOP,SPTAN1,SRGAP1,SRGAP3,STAG1,STAG2,STIP1,STK11,STK4,SVEP1,TAF1,TAOK1,TBL1XR1,TBX3,TCF12,TCF3.PBX1,TCF4,TCF7L2,TET2,TGFBR2,THRAP3,TJP1,TJP2,TMPRSS2.ERG,TNPO1,TP53,TP53BP1,TRIO,TSC1,U2AF1,UPF3B,USP6,VHL,WHSC1,WHSC1L1,WNK1,WT1,XPO1,XRN1,ZC3H11A,ZFHX3,ZFP36L1,ZFP36L2,ZMYM2,ZNF292,ZNF638,ZNRF3,gain_cnaPANCAN1.CCNE1.,loss_cnaPANCAN2.STK11.,loss_cnaPANCAN3.GNA11.,loss_cnaPANCAN4,loss_cnaPANCAN5,loss_cnaPANCAN6,loss_cnaPANCAN7.SMARCA4.,loss_cnaPANCAN8,loss_cnaPANCAN9,loss_cnaPANCAN10.CIC.,loss_cnaPANCAN11,loss_cnaPANCAN12,loss_cnaPANCAN13,loss_cnaPANCAN14,loss_cnaPANCAN15,loss_cnaPANCAN16,loss_cnaPANCAN17,gain_cnaPANCAN18,gain_cnaPANCAN19,loss_cnaPANCAN20,loss_cnaPANCAN21,loss_cnaPANCAN22,loss_cnaPANCAN23.SMAD4.,loss_cnaPANCAN24,loss_cnaPANCAN25,loss_cnaPANCAN26,gain_cnaPANCAN27.GATA3_KLF6_LARP4B_VIM.,gain_cnaPANCAN28.CUL2_EPC1.,gain_cnaPANCAN29.KAT6B.,loss_cnaPANCAN30.LARP4B.,loss_cnaPANCAN31,loss_cnaPANCAN32,loss_cnaPANCAN33,loss_cnaPANCAN34,loss_cnaPANCAN35.CUL2.,loss_cnaPANCAN36.RET.,loss_cnaPANCAN37,loss_cnaPANCAN38,loss_cnaPANCAN39,loss_cnaPANCAN40,loss_cnaPANCAN41,loss_cnaPANCAN42.ANK3.,loss_cnaPANCAN43,loss_cnaPANCAN44.BMPR1A_FAS_PTEN.,loss_cnaPANCAN45,loss_cnaPANCAN46,loss_cnaPANCAN47,loss_cnaPANCAN48,loss_cnaPANCAN49,loss_cnaPANCAN50,loss_cnaPANCAN51,loss_cnaPANCAN52,loss_cnaPANCAN53,loss_cnaPANCAN54,loss_cnaPANCAN55,gain_cnaPANCAN56,gain_cnaPANCAN57.CAT.,gain_cnaPANCAN58,gain_cnaPANCAN59.CCND1_CTTN.,gain_cnaPANCAN60,gain_cnaPANCAN61,loss_cnaPANCAN62.HRAS_IRF7.,loss_cnaPANCAN63,loss_cnaPANCAN64,loss_cnaPANCAN65,loss_cnaPANCAN66,loss_cnaPANCAN67,loss_cnaPANCAN68,loss_cnaPANCAN69,loss_cnaPANCAN70,loss_cnaPANCAN71.EXT2.,loss_cnaPANCAN72,loss_cnaPANCAN73,loss_cnaPANCAN74,loss_cnaPANCAN75.MED17.,loss_cnaPANCAN76,loss_cnaPANCAN77.CASP1.,loss_cnaPANCAN78.CASP1.,loss_cnaPANCAN79,loss_cnaPANCAN80.SDHD.,loss_cnaPANCAN81,loss_cnaPANCAN82,gain_cnaPANCAN83,gain_cnaPANCAN84.FGFR1_WHSC1L1.,gain_cnaPANCAN85.SOX17.,gain_cnaPANCAN86,gain_cnaPANCAN87,gain_cnaPANCAN88.PABPC1_UBR5.,gain_cnaPANCAN89.RAD21.,gain_cnaPANCAN90,gain_cnaPANCAN91.MYC.,loss_cnaPANCAN92,loss_cnaPANCAN93,loss_cnaPANCAN94,loss_cnaPANCAN95,loss_cnaPANCAN96,loss_cnaPANCAN97,loss_cnaPANCAN98,loss_cnaPANCAN99.SOX17.,loss_cnaPANCAN100,loss_cnaPANCAN101,loss_cnaPANCAN102,loss_cnaPANCAN103,loss_cnaPANCAN104,gain_cnaPANCAN105,gain_cnaPANCAN106,gain_cnaPANCAN107.FUS_TAOK2.,gain_cnaPANCAN108.CHD9_CYLD.,gain_cnaPANCAN109.MMP2.,loss_cnaPANCAN110,loss_cnaPANCAN111,loss_cnaPANCAN112.CREBBP.,loss_cnaPANCAN113,loss_cnaPANCAN114.CIITA.,loss_cnaPANCAN115,loss_cnaPANCAN116,loss_cnaPANCAN117.CHD9_CNOT1_CYLD_MMP2_NUP93.,loss_cnaPANCAN118.ZFHX3.,loss_cnaPANCAN119,loss_cnaPANCAN120,gain_cnaPANCAN121.ACTB_CARD11_PMS2_RAC1.,gain_cnaPANCAN122.AHR_HDAC9.,gain_cnaPANCAN123,gain_cnaPANCAN124.EGFR.,gain_cnaPANCAN125,gain_cnaPANCAN126,gain_cnaPANCAN127.AKAP9.,gain_cnaPANCAN128,gain_cnaPANCAN129.MET.,gain_cnaPANCAN130.RHEB.,loss_cnaPANCAN131,loss_cnaPANCAN132,loss_cnaPANCAN133,loss_cnaPANCAN134,loss_cnaPANCAN135,loss_cnaPANCAN136,loss_cnaPANCAN137.POT1.,loss_cnaPANCAN138,gain_cnaPANCAN139,gain_cnaPANCAN140.FANCG.,gain_cnaPANCAN141.GNAQ_NTRK2_PCSK5_TJP2.,gain_cnaPANCAN142,gain_cnaPANCAN143.NOTCH1.,loss_cnaPANCAN144.BNC2_CDKN2A_JAK2_PSIP1.,loss_cnaPANCAN145.FANCG_PAX5.,loss_cnaPANCAN146.GNAQ_NTRK2_PCSK5_TJP2.,loss_cnaPANCAN147,loss_cnaPANCAN148,loss_cnaPANCAN149,loss_cnaPANCAN150.PTGS1.,loss_cnaPANCAN151,loss_cnaPANCAN152,loss_cnaPANCAN153.ABL1.,loss_cnaPANCAN154,loss_cnaPANCAN155,loss_cnaPANCAN156,loss_cnaPANCAN157,loss_cnaPANCAN158,loss_cnaPANCAN159,loss_cnaPANCAN160,loss_cnaPANCAN161.NOTCH1.,loss_cnaPANCAN162,gain_cnaPANCAN163.CHD4_WNK1.,gain_cnaPANCAN164.KRAS.,gain_cnaPANCAN165.CDK4.,gain_cnaPANCAN166.MDM2_NUP107_SRGAP1.,loss_cnaPANCAN167,loss_cnaPANCAN168,loss_cnaPANCAN169,loss_cnaPANCAN170,loss_cnaPANCAN171,loss_cnaPANCAN172,loss_cnaPANCAN173,loss_cnaPANCAN174,loss_cnaPANCAN175,gain_cnaPANCAN176.CCT5_TERT_TRIO.,gain_cnaPANCAN177.IL7R.,gain_cnaPANCAN178,loss_cnaPANCAN179,loss_cnaPANCAN180,loss_cnaPANCAN181,loss_cnaPANCAN182,loss_cnaPANCAN183,loss_cnaPANCAN184.APC.,loss_cnaPANCAN185,loss_cnaPANCAN186,loss_cnaPANCAN187,loss_cnaPANCAN188,loss_cnaPANCAN189,gain_cnaPANCAN190.FGFR3_WHSC1.,gain_cnaPANCAN191.FIP1L1_PDGFRA.,gain_cnaPANCAN192.FIP1L1_PDGFRA.,loss_cnaPANCAN193,loss_cnaPANCAN194.FGFR3.,loss_cnaPANCAN195,loss_cnaPANCAN196,loss_cnaPANCAN197,loss_cnaPANCAN198,loss_cnaPANCAN199,loss_cnaPANCAN200,loss_cnaPANCAN201,loss_cnaPANCAN202,loss_cnaPANCAN203,loss_cnaPANCAN204,loss_cnaPANCAN205,loss_cnaPANCAN206,loss_cnaPANCAN207,loss_cnaPANCAN208.PCDH18.,loss_cnaPANCAN209,loss_cnaPANCAN210.FAT1_IRF2.,gain_cnaPANCAN211,gain_cnaPANCAN212.HSP90AB1_TRERF1.,gain_cnaPANCAN213.MCM3.,gain_cnaPANCAN214,loss_cnaPANCAN215,loss_cnaPANCAN216,loss_cnaPANCAN217,loss_cnaPANCAN218,loss_cnaPANCAN219,loss_cnaPANCAN220.HIST1H3B.,loss_cnaPANCAN221,loss_cnaPANCAN222,loss_cnaPANCAN223,loss_cnaPANCAN224,loss_cnaPANCAN225,loss_cnaPANCAN226,loss_cnaPANCAN227,loss_cnaPANCAN228,loss_cnaPANCAN229,loss_cnaPANCAN230.SYNCRIP_ZNF292.,loss_cnaPANCAN231,loss_cnaPANCAN232,loss_cnaPANCAN233,loss_cnaPANCAN234,loss_cnaPANCAN235.ARID1B_MAP3K4_MLLT4.,gain_cnaPANCAN236,gain_cnaPANCAN237,gain_cnaPANCAN238,gain_cnaPANCAN239.FOXP1_MITF.,gain_cnaPANCAN240,gain_cnaPANCAN241.NCK1_STAG1.,gain_cnaPANCAN242.PIK3CB.,gain_cnaPANCAN243,gain_cnaPANCAN244,gain_cnaPANCAN245.MECOM.,gain_cnaPANCAN246.SOX2.,gain_cnaPANCAN247,gain_cnaPANCAN248.EIF4A2_RFC4.,gain_cnaPANCAN249,loss_cnaPANCAN250.SRGAP3.,loss_cnaPANCAN251,loss_cnaPANCAN252,loss_cnaPANCAN253,loss_cnaPANCAN254,loss_cnaPANCAN255,loss_cnaPANCAN256.CACNA1D_WNT5A.,loss_cnaPANCAN257,loss_cnaPANCAN258,loss_cnaPANCAN259,loss_cnaPANCAN260,loss_cnaPANCAN261,loss_cnaPANCAN262.FOXP1.,loss_cnaPANCAN263,loss_cnaPANCAN264,loss_cnaPANCAN265,loss_cnaPANCAN266,loss_cnaPANCAN267,gain_cnaPANCAN268,gain_cnaPANCAN269.MACF1.,gain_cnaPANCAN270.JUN.,gain_cnaPANCAN271.NOTCH2.,gain_cnaPANCAN272.PIP5K1A_SETDB1.,gain_cnaPANCAN273,gain_cnaPANCAN274,gain_cnaPANCAN275.SDHC.,gain_cnaPANCAN276,gain_cnaPANCAN277.DHX9.,gain_cnaPANCAN278.MDM4_PIK3C2B_ZC3H11A.,gain_cnaPANCAN279,gain_cnaPANCAN280.ARID4B_FH.,loss_cnaPANCAN281.RPL22.,loss_cnaPANCAN282,loss_cnaPANCAN283,loss_cnaPANCAN284,loss_cnaPANCAN285,loss_cnaPANCAN286,loss_cnaPANCAN287,loss_cnaPANCAN288,loss_cnaPANCAN289.CDKN2C_FAF1.,loss_cnaPANCAN290,loss_cnaPANCAN291.JAK1.,loss_cnaPANCAN292,loss_cnaPANCAN293,loss_cnaPANCAN294,loss_cnaPANCAN295.ATP1A1_CSDE1_NRAS.,loss_cnaPANCAN296,loss_cnaPANCAN297,loss_cnaPANCAN298,gain_cnaPANCAN299.TAOK1.,gain_cnaPANCAN300,gain_cnaPANCAN301.CDK12_ERBB2_MED24.,gain_cnaPANCAN302.CLTC_PPM1D.,gain_cnaPANCAN303,loss_cnaPANCAN304,loss_cnaPANCAN305,loss_cnaPANCAN306,loss_cnaPANCAN307.CHD3_GPS2_TP53.,loss_cnaPANCAN308,loss_cnaPANCAN309,loss_cnaPANCAN310.MAP2K4.,loss_cnaPANCAN311,loss_cnaPANCAN312,loss_cnaPANCAN313,loss_cnaPANCAN314,loss_cnaPANCAN315.NF1_SUZ12.,loss_cnaPANCAN316,loss_cnaPANCAN317,loss_cnaPANCAN318,loss_cnaPANCAN319,loss_cnaPANCAN320,loss_cnaPANCAN321,loss_cnaPANCAN322,loss_cnaPANCAN323,loss_cnaPANCAN324,loss_cnaPANCAN325,loss_cnaPANCAN326.SOX9.,loss_cnaPANCAN327,loss_cnaPANCAN328,loss_cnaPANCAN329.ZNF750.,gain_cnaPANCAN330.RPGR.,gain_cnaPANCAN331,gain_cnaPANCAN332,gain_cnaPANCAN333.F8_HCFC1_RPL10.,loss_cnaPANCAN334,loss_cnaPANCAN335,loss_cnaPANCAN336,loss_cnaPANCAN337,loss_cnaPANCAN338,loss_cnaPANCAN339.ATRX.,loss_cnaPANCAN340,loss_cnaPANCAN341,loss_cnaPANCAN342,loss_cnaPANCAN343,gain_cnaPANCAN344.MYCN.,gain_cnaPANCAN345,gain_cnaPANCAN346.BCL11A_REL_XPO1.,gain_cnaPANCAN347,gain_cnaPANCAN348,gain_cnaPANCAN349.INPP4A.,gain_cnaPANCAN350,gain_cnaPANCAN351.NFE2L2.,gain_cnaPANCAN352.PMS1.,loss_cnaPANCAN353,loss_cnaPANCAN354,loss_cnaPANCAN355,loss_cnaPANCAN356.ERCC3.,loss_cnaPANCAN357.ACVR2A.,loss_cnaPANCAN358,loss_cnaPANCAN359.CUL3.,loss_cnaPANCAN360,loss_cnaPANCAN361,gain_cnaPANCAN362.CRNKL1_FOXA2.,gain_cnaPANCAN363.ASXL1.,gain_cnaPANCAN364.STK4.,gain_cnaPANCAN365,gain_cnaPANCAN366,gain_cnaPANCAN367.ARFGAP1_GNAS.,loss_cnaPANCAN368,loss_cnaPANCAN369,loss_cnaPANCAN370,loss_cnaPANCAN371,loss_cnaPANCAN372,loss_cnaPANCAN373,gain_cnaPANCAN374,gain_cnaPANCAN375,gain_cnaPANCAN376,loss_cnaPANCAN377,loss_cnaPANCAN378.ZNRF3.,loss_cnaPANCAN379,loss_cnaPANCAN380,loss_cnaPANCAN381.ARFGAP3.,gain_cnaPANCAN382.FLT3_WASF3.,gain_cnaPANCAN383,gain_cnaPANCAN384.ERCC5_ING1_IRS2_TFDP1.,loss_cnaPANCAN385.PABPC3_SACS_ZMYM2.,loss_cnaPANCAN386,loss_cnaPANCAN387,loss_cnaPANCAN388,loss_cnaPANCAN389.RB1.,loss_cnaPANCAN390,loss_cnaPANCAN391.ING1_IRS2_TFDP1.,gain_cnaPANCAN392.CHD8.,gain_cnaPANCAN393.FOXA1_NKX2.1_PSMA6.,gain_cnaPANCAN394.GNG2_SOS2.,gain_cnaPANCAN395.AKT1_HSP90AA1_PPP2R5C.,loss_cnaPANCAN396,loss_cnaPANCAN397,loss_cnaPANCAN398,loss_cnaPANCAN399,loss_cnaPANCAN400,loss_cnaPANCAN401,loss_cnaPANCAN402,loss_cnaPANCAN403,loss_cnaPANCAN404,loss_cnaPANCAN405,loss_cnaPANCAN406,loss_cnaPANCAN407,loss_cnaPANCAN408,loss_cnaPANCAN409,loss_cnaPANCAN410,gain_cnaPANCAN411.BLM_CRTC3_FANCI_IDH2_NR2F2_PCSK6.,loss_cnaPANCAN412,loss_cnaPANCAN413,loss_cnaPANCAN414,loss_cnaPANCAN415.B2M_BUB1B_MGA_TP53BP1.,loss_cnaPANCAN416,loss_cnaPANCAN417,loss_cnaPANCAN418,loss_cnaPANCAN419,loss_cnaPANCAN420,loss_cnaPANCAN421,loss_cnaPANCAN422,loss_cnaPANCAN423,loss_cnaPANCAN424,loss_cnaPANCAN425,Gain_1p,Loss_1p,Gain_1q,Loss_1q,Gain_2p,Loss_2p,Gain_2q,Loss_2q,Gain_3p,Loss_3p,Gain_3q,Loss_3q,Gain_4p,Loss_4p,Gain_4q,Loss_4q,Gain_5p,Loss_5p,Gain_5q,Loss_5q,Gain_6p,Loss_6p,Gain_6q,Loss_6q,Gain_7p,Loss_7p,Gain_7q,Loss_7q,Gain_8p,Loss_8p,Gain_8q,Loss_8q,Gain_9p,Loss_9p,Gain_9q,Loss_9q,Gain_10p,Loss_10p,Gain_10q,Loss_10q,Gain_11p,Loss_11p,Gain_11q,Loss_11q,Gain_12p,Loss_12p,Gain_12q,Loss_12q,Gain_13p,Loss_13p,Gain_13q,Loss_13q,Gain_14p,Loss_14p,Gain_14q,Loss_14q,Gain_15p,Loss_15p,Gain_15q,Loss_15q,Gain_16p,Loss_16p,Gain_16q,Loss_16q,Gain_17p,Loss_17p,Gain_17q,Loss_17q,Gain_18p,Loss_18p,Gain_18q,Loss_18q,Gain_19p,Loss_19p,Gain_19q,Loss_19q,Gain_20p,Loss_20p,Gain_20q,Loss_20q,Gain_21p,Loss_21p,Gain_21q,Loss_21q,Gain_22p,Loss_22p,Gain_22q,Loss_22q,Erlotinib,Rapamycin,PHA.665752,Cyclopamine,AZ628,VX.680,AZD.0530,Dasatinib,A.770041,WH.4.023,Lapatinib,CHIR.99021,GSK1070916,XMD14.99,AC220,STF.62247,Tubastatin.A,PXD101,ABT.869,KIN001.244,OSI.930,PHA.793887,TG101348,YM201636,GSK690693,Cytarabine,ATRA,KU.55933,JNK.Inhibitor.VIII,GDC0941,AZD8055,PD.0325901,SB.505124,Tamoxifen,FK866,XAV.939,PLX4720..rescreen.,Dabrafenib,Temozolomide
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
